name,phone,email,website,address,location
Argus Media PLC,+44 20 45703540,info@argusmedia.com,https://www.argusmedia.com,"Lacon House 84, Theobald's Road, London, WC1X 8NL, United Kingdom of Great Britain and Northern Ireland",Hall 8a / K37
ARICON Kunststoffwerk GmbH,+49-212-38232-0,info@aricon.de,https://www.aricon.de,"Monhofer Feld 1-3, Solingen, 42697, Germany",Hall 7a / B06
ARIES POLYCHEM,+91 79 9033310777,events@ariespolychem.in,https://www.ariespolychem.in,"Servay No.657, B/H Yogi Hotel, Nr.tci Express, B/H Bharat Gas, Vadala, Kheda, 387570, India","Hall 7, level 1 / C03"
ARIOSTEA MHS S.r.l.,+39 0522 736311,sales@mhs.ariostea.com,https://www.mhs.ariostea.com,"Via della Tecnica, 10, Prato di Correggio (RE), 42015, Italy",Hall 10 / B47
ARKEMA France SA,+33-1-49008080,arkema.tradeshows@arkema.com,https://www.arkema.com,"51, Esplanade de la Défense, Puteaux, 92800, France",Hall 6 / C57
ARKIM KIMYA SANAYI A.S.,+90-212-4100405,eray.ozmert@arkim.com.tr,https://www.arkim.com.tr,"Gunesli Mimar Sinan Caddesi No. 3, Bagcilar Istanbul, 34209, Türkiye",Hall 7a / D07
Arla Plast AB,+46 141 203800,info@arlaplast.com,https://www.arlaplast.com,"Västanåvägen 2, Borensberg, 59175, Sweden",Hall 5 / D42
Armstrong (Partnership),+91-79-9712934843-91,vyom@armstrongex.com,https://www.armstrongex.com,"501, Sarap Complex - Nr Income Tax Opp. Navjivan Press, Ahmedabad Gujarat, 380014, India",Hall 12 / A27
ART MOLD ACCESSORIES A.S.,+90 262 5039850,tanerartkin@artmold.com.tr,https://www.artmold.com.tr,"Çerkeşli OSB İmes 19 Cad. No.3, Kocaeli̇, 41455, Türkiye",Hall 1 / E28
Arti Chemical Industries (Partnership),+91 98240 58059,info@artichemical.com,https://www.artichemical.com,"503, Phase 4, Gidc Naroda, Ahmedabad, 382330, India","Hall 7, level 1 / D04"
ARVIND RUB-WEB CONTROLS LIMITED,+91 91 919376017530,exports@arvindrubber.com,https://www.arvindrubber.com,"Vasna Village, 198, Chacharwadi Near Otsuka Pharma Sarkhej Bavla Road, Ahmedabad Gujarat, 382213, India",Hall 12 / C54-03
Arya Sasol Polymer Company Mohammadreza Heidarzadeh,+98 21 85922874,marketing@aryasasol.com,https://www.aryasasol.com,"7th, Floor, Kian Tower, no 2551, Naseri St, Vali-e-Asr Ave, Tehran, Iran, Tehran, 1968643111, Iran, Islamic Republic",Hall 8b / H69
ARZUFFI PVD SRL,+39 039 6012626,info@arzuffisrl.it,https://www.arzuffisrl.it,"Via del Commercio 18, Bernareggio, 20881, Italy",Hall 4 / A01
AS PLASTİK HAMMADDE SANAYİ VE TİCARET A. Torbalı Tax Office,+90-532-4493551,asplast1@outlook.com,https://www.asplastik1.com.tr,"Kazım Karabekir Mah.6911 street No:5, Torbalı/İZMİR, 35865, Türkiye","Hall 7, level 0 / B21"
ASA-RT S.r.l.,+39 011 5360884,info@asa-rt.com,https://www.asa-rt.com,"Via Monginevro 262/7, Turin, 10142, Italy",Hall 11 / H67
ASAHI KASEI EUROPE GmbH,+49-211-33992000,plastics@asahi-kasei.eu,https://www.asahi-kasei.eu,"Fringsstr. 17, Düsseldorf, 40221, Germany",Hall 8a / E23
Ascend Performance Materials LLC,+1-832-6078022,agomez2@ascendmaterials.com,https://www.ascendmaterials.com,"1010 Travis Street Suite 900, Houston TX, 77002-2929, USA",Hall 6 / A07
ASCHEM PETROKIMYA SAN. A.S.,+90-322-6342210-113,sales@aschem.com.tr,https://www.aschem.com.tr,"Adana Yumurtalık Free Zone Ceyhan, Adana, 01190, Türkiye",Hall 8b / E71-07
Asco Pompe S.r.l.,+39 02 892571,info@ascovacuum.com,https://www.ascovacuum.com,"Via Silvio Pellico, 6/8, Rozzano (MI), 20089, Italy",Hall 11 / I74
Ascom Carbonate and Chemicals Manufacturing (ACCM),+20 202 1224922008,samah.tantawi@accm.com.eg,,"48, el Nasr Street, new Maadi, Maadi, Cairo, Egypt, Cairo, 11742, Egypt","Hall 7, level 1 / C19"
Ashe Converting Equipment Ltd.,+44 1473 710912,sales@ashe.co.uk,https://www.ashe.co.uk,"Bluestem Road Ransomes Europark, Ipswich Suffolk, IP3 9RR, United Kingdom of Great Britain and Northern Ireland",Hall 3 / B92
Asia Poly Industrial Sdn Bhd,+60-33342-2567,jason.siew@asiapoly.com.my,https://www.asiapoly.com.my,"Lot 758, Jalan Haji Sirat Mukim Klang, Klang Selangor Darul Ehsan, 42100, Malaysia",Hall 8b / H70
"Asian Valve Co., Ltd.",+86-512-57775296,export@asianvalve.com,https://www.asianvalve.com,"799, Liji Rd. Shipai Kunshan City,, Suzhou Jiangsu, 215312, China",Hall 8b / E11-01
ASM SRL,+39-0444-1802445,info@asmrobotics.com,https://www.asmrobotics.com,"Via Crispi 20, Montecchio Maggiore, 36075, Italy",Hall 11 / I66
Associated Stabplast & Chemicals (Partnership),+91 744 2366302,info@associatedstabplast.com,https://www.associatedstabplast.com,"11, Small Industrial Area, Kota, 324007, India","Hall 7, level 0 / B27"
Astra Polymer Compounding Co. Ltd.,+966 13 8121232,sales@astra-polymers.com,https://www.astra-polymers.com,"P.o. Box 30740, al Khobar 31952 2nd, Industrial City, Dammam., Dammam, 31952, Saudi Arabia",Hall 8b / H83
Astropol Ltd.,+44 1942 254006,sales@astropol.uk.com,https://www.astropol.uk.com,"Wetheral Close, Hindley Green, Manchester, WN2 4HS, United Kingdom of Great Britain and Northern Ireland",Hall 5 / A29
ASUA Products S.A.,+34-94-45352-06,asua@asua.com,https://www.asua.com,"Sangroniz, 18-20, Sondica, 48150, Spain",Hall 8a / E12-09
Asya plastik ve kalip san.tic.ltd.sti,+90 212 6130622,asyakalip@asyakalip.com,https://www.asyakalip.com,"Mimar Sinan Mrk.mah. Caba.sok. Öngen Otomotiv San.sit.no:1-1, Büyükçekmece Istanbul, 34550, Türkiye",Hall 1 / C87
ATAC TEKNIK VE PLASTIK MAKINA SANAYI TIC LTD STI,+90-212-5494700,samet@atacmak.com,https://www.atacmak.com,"Bosb Karanfil Caddesi no 12 Yakuplu Beylikduzu, Istanbul, 34524, Türkiye",Hall 16 / A71
Atalant Europe S.L.,+34 96 5661828,info@atalant.com,https://www.atalant.com,"Avenida de la Industria, 13-15 Poligono Industrial Canastell, San Vicente del Raspeig, 03690, Spain",Hall 8b / F47
ATİK AMBALAJ MAKİNALARI SAN.TİC.LTD.ŞTİ,+90 542 5017801,info@atikmakina.com.tr,https://www.atikmakina.com.tr,"Ikitelli Osb, Bedrettin Dalan Bulvarı Vip Plaza No:12 Atik Makina, Istanbul/Basaksehir, 34490, Türkiye",Hall 4 / D16
Atlas Converting Equipment Ltd.,+44 1234 852-553,sales.titan@atlasconverting.com,https://www.atlasconverting.com,"Wolseley Road, Kempston, Bedford, MK42 7XT, United Kingdom of Great Britain and Northern Ireland",Hall 3 / A92
ATLAS Material Testing Technology GmbH,+49 6051 707-140,atlas.info@ametek.com,https://www.atlas-mts.com,"Vogelsbergstr. 22, Linsengericht-Altenhaßlau, 63589, Germany",Hall 10 / D27
Atom Stanz- und Schneidesysteme GmbH,+49 6331 8007-0,info@atom-germany.com,https://www.atom-germany.com,"Massachusetts Avenue 28, Pirmasens, 66953, Germany",Hall 3 / D19
August Dreckshage GmbH & Co. KG,+49 521 92590,info@dreckshage.de,https://www.dreckshage-walzen.de,"Walter-Werning-Str. 7, Bielefeld, 33699, Germany",Hall 4 / A63
AUMATECH srl,+39-0873-341256,aumatech@aumatech.it,https://www.aumatech.it,"Zona Industriale C.da Collemartino snc, San Salvo (CH), 66050, Italy",Hall 11 / I08
Aura3D Technology Inc,+86-156-18082723,sales@sunshape3d.com,https://www.sunshape3d.com,"600 N Broad Street Suite 5 #4067, Middletown DE, 19709, USA",Hall 13 / A89-2
Aurora Kunststoffe GmbH,+49 7942 9142-0,info@aurora-kunststoffe.de,https://www.aurora-kunststoffe.de,"Max-Eyth-Str. 14-16, Neuenstein, 74632, Germany",Hall 5 / C20
Auserpolimeri S.r.l.,+39 02 894507-90,ivana.castaldo@auserpolimeri.it,https://www.auserpolimeri.it,"Via Carlo Pomè 14, Rho (MI), 20017, Italy",Hall 8a / D08
Auting S.r.l.,+54 11 47523501,auting@auting.com,https://www.auting.com,"Calle 22 NRO 3851, San Martin Buenos Aires, 1650, Argentina",Hall 12 / F48
Automa by Magic Srl,+39 0542 067335,sales@automabymagic.it,https://www.automabymagic.it,"Via B. Buozzi, 28, Granarolo dell'Emilia (Bologna), 40057, Italy",Hall 14 / C32
autotherm Nenninger GmbH & Co. KG,+49 9761 9140-0,info@autotherm.net,https://www.autotherm.net,"Wichernstr. 13, Bad Königshofen i. Grabfeld, 97631, Germany",Hall 10 / D36
AUVERGNE RHONE ALPES ENTREPRISES,+33-6-79318159,tcolombari@arae.fr,https://invest-in-auvergnerhonealpes.com/,"30, Quai Perrache, Lyon, 69002, France",Hall 5 / D04-11
AV Flexologic B.V.,+31-172-503625,av@flexologic.nl,https://www.flexologic.nl,"H. Kamerlingh Onnesweg 2, Alphen Aan Den Rijn, 2408 AW, Netherlands",Hall 4 / C34
Avalon Vision Solutions,+1-770-9448445,info@avalonvision.com,https://www.avalonvision.com,"422, Thornton Road, Suite 104, Lithia Springs GA, 30122, USA",Hall 13 / A89-11
"Avalong Technology Co., Ltd.",+886 4 26396611,mixer@avalong.com,https://www.avalong.com,"No. 18, Lane 326, San Gunn Rd. Lung Ching District, Taichung City, 434, Taiwan",Hall 12 / C02-18
AVANZARE Innovacion Tecnologica S.L.,+34 941 587027,sales@avanzare.es,https://www.avanzarematerials.com,"Avenida Lentiscares 4-6, Navarrete (La Rioja), 26370, Spain",Hall 5 / E43
AVENTUS GmbH & Co. KG,+49 2581 45911000,info@aventus.global,https://www.aventus.global,"Katzheide 33, Warendorf, 48231, Germany",Hall 17 / A57
Avian Machinery Group,+86 21 67679191,sales@avianrecycle.com,https://www.avianrecycle.com,"1901, Powis Court, West Chicago IL, 60185, USA",Hall 9 / C04
Axens SA,+33-1-47142100,,https://www.axens.net,"89, Boulevard Franklin Roosevelt, Rueil Malmaison, 92500, France",Hall 5 / D04-10
Axia Plastics LLC,+31-61-5689952,poliveira@vinmar.com,https://axiaplastics.com,"Kerpener Str. 154, Kerpen, 50170, Germany",Hall 6 / E77
Axxicon B.V.,+31 499 494450,eindhoven@axxicon.com,https://www.axxicon.com,"Ekkersrijt 7501, Son, 5692 HN, Netherlands",Hall 10 / C54
Ayal Robotics And Engineering Ltd.,+972 4 99900-61,itsik@laborsave.com,https://www.laborsave.com,"Ha Melacha 16 Karmiel Industrial Zone, Karmiel, 2160100, Israel",Hall 3 / F18
Ayb Kalip ve Plastik San. Tic. Ltd. Sti.,+90 212 4851092,info@aybkalip.com,https://www.aybmold.com,"Ikitelli O.s.b. Tormak San. Sit. c Blok No:6 Basaksehir, Istanbul, 34490, Türkiye",Hall 1 / A71
AYTEK SOGUTMA IC VE DIS TIC. A.S.,,info@aytekchillers.com,https://www.aytekchillers.com,"Niyaz SK. No.12 Pk.34555 Hadimköy, Arnavutkoy/ Istanbul, 34555, Türkiye",Hall 10 / C08
Azelis Deutschland GmbH,+49-2102-8755-050,achim.oberdoerster@azelis.com,https://www.azelis.com,"Zum Siegblick 37-45, Sankt Augustin, 53757, Germany",Hall 5 / B36
AZO GmbH & Co. KG,+49 6291 920,azo-group@azo.com,https://www.azo.com,"Rosenberger Str. 28, Osterburken, 74706, Germany",Hall 10 / B21
